Gss year for this respondent                       ,Political party affiliation,Sci knowledge: the earth goes around the sun
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Strong republican,Not applicable
2002,Strong democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near rep",Not applicable
2002,Strong republican,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near rep",Not applicable
2002,"Ind,near rep",Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,No answer,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Other party,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,No answer,Not applicable
2002,"Ind,near rep",Not applicable
2002,No answer,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near rep",Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near rep",Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong republican,Not applicable
2002,"Ind,near rep",Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,No answer,Not applicable
2002,Independent,Not applicable
2002,No answer,Not applicable
2002,No answer,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Strong republican,Not applicable
2002,Strong democrat,Not applicable
2002,No answer,Not applicable
2002,No answer,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,No answer,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,No answer,Not applicable
2002,Independent,Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Other party,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Not str republican,Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,No answer,Not applicable
2002,Strong democrat,Not applicable
2002,Other party,Not applicable
2002,"Ind,near dem",Not applicable
2002,Other party,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str democrat,Not applicable
2002,Independent,Not applicable
2002,Strong democrat,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Independent,Not applicable
2002,Not str republican,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,Not str democrat,Not applicable
2002,Strong republican,Not applicable
2002,Independent,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near dem",Not applicable
2002,Independent,Not applicable
2002,Other party,Not applicable
2002,Strong republican,Not applicable
2002,Not str republican,Not applicable
2002,Not str democrat,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str democrat,Not applicable
2002,Strong democrat,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,Strong democrat,Not applicable
2002,Strong republican,Not applicable
2002,"Ind,near dem",Not applicable
2002,"Ind,near dem",Not applicable
2002,Not str republican,Not applicable
2002,Not str republican,Not applicable
2002,"Ind,near rep",Not applicable
2002,Not str democrat,Not applicable
